year,loc_x,loc_y,estm_count
6,-76.433,37.1982,28
7,-76.433,37.1982,71
0,-77.5356,36.6953,27
1,-77.5356,36.6953,11
2,-77.5356,36.6953,0
3,-77.5356,36.6953,6
4,-77.5356,36.6953,16
5,-77.5356,36.6953,5
6,-77.5356,36.6953,2
7,-77.5356,36.6953,5
0,-76.3569,37.1318,25
1,-76.3569,37.1318,1
2,-76.3569,37.1318,0
3,-76.3569,37.1318,6
4,-76.3569,37.1318,2
5,-76.3569,37.1318,-1
6,-76.3569,37.1318,1
7,-76.3569,37.1318,-3
0,-77.2985,37.2914,54
1,-77.2985,37.2914,11
2,-77.2985,37.2914,-2
3,-77.2985,37.2914,8
4,-77.2985,37.2914,6
5,-77.2985,37.2914,17
6,-77.2985,37.2914,8
7,-77.2985,37.2914,3
0,-79.3565,37.7316,13
1,-79.3565,37.7316,1
2,-79.3565,37.7316,0
3,-79.3565,37.7316,13
4,-79.3565,37.7316,1
5,-79.3565,37.7316,0
6,-79.3565,37.7316,7
7,-79.3565,37.7316,1
0,-77.3969,37.265,51
1,-77.3969,37.265,14
2,-77.3969,37.265,-46
3,-77.3969,37.265,63
4,-77.3969,37.265,2
5,-77.3969,37.265,6
6,-77.3969,37.265,9
7,-77.3969,37.265,33
0,-81.9923,37.805,144
1,-81.9923,37.805,162
2,-81.9923,37.805,176
3,-81.9923,37.805,139
4,-81.9923,37.805,159
5,-81.9923,37.805,143
6,-81.9923,37.805,134
7,-81.9923,37.805,119
0,-78.8661,38.8779,42
1,-78.8661,38.8779,52
2,-78.8661,38.8779,13
3,-78.8661,38.8779,14
4,-78.8661,38.8779,20
5,-78.8661,38.8779,42
6,-78.8661,38.8779,40
7,-78.8661,38.8779,14
0,-79.6455,39.0813,0
1,-79.6455,39.0813,0
2,-79.6455,39.0813,0
3,-79.6455,39.0813,0
4,-79.6455,39.0813,0
5,-79.6455,39.0813,0
6,-79.6455,39.0813,0
7,-79.6455,39.0813,0
0,-81.0795,37.9607,36
1,-81.0795,37.9607,44
2,-81.0795,37.9607,25
3,-81.0795,37.9607,44
4,-81.0795,37.9607,28
5,-81.0795,37.9607,10
6,-81.0795,37.9607,10
7,-81.0795,37.9607,-2
0,-80.5998,40.6179,47
1,-80.5998,40.6179,8
2,-80.5998,40.6179,44
3,-80.5998,40.6179,77
4,-80.5998,40.6179,65
5,-80.5998,40.6179,53
6,-80.5998,40.6179,84
7,-80.5998,40.6179,56
0,-77.7517,39.3242,19
1,-77.7517,39.3242,26
2,-77.7517,39.3242,22
3,-77.7517,39.3242,15
4,-77.7517,39.3242,17
5,-77.7517,39.3242,4
6,-77.7517,39.3242,28
7,-77.7517,39.3242,17
0,-80.2989,39.3923,178
1,-80.2989,39.3923,109
2,-80.2989,39.3923,84
3,-80.2989,39.3923,135
4,-80.2989,39.3923,243
5,-80.2989,39.3923,288
6,-80.2989,39.3923,384
7,-80.2989,39.3923,245
0,-82.4415,38.2254,20
1,-82.4415,38.2254,110
2,-82.4415,38.2254,19
3,-82.4415,38.2254,22
4,-82.4415,38.2254,18
5,-82.4415,38.2254,25
6,-82.4415,38.2254,89
7,-82.4415,38.2254,14
0,-79.3662,39.2711,47
1,-79.3662,39.2711,28
2,-79.3662,39.2711,9
3,-79.3662,39.2711,8
4,-79.3662,39.2711,18
5,-79.3662,39.2711,52
6,-79.3662,39.2711,20
7,-79.3662,39.2711,6
0,-81.4371,37.9443,78
1,-81.4371,37.9443,255
2,-81.4371,37.9443,1173
3,-81.4371,37.9443,292
4,-81.4371,37.9443,157
5,-81.4371,37.9443,171
6,-81.4371,37.9443,619
7,-81.4371,37.9443,268
0,-80.964,37.4362,227
1,-80.964,37.4362,718
2,-80.964,37.4362,46
3,-80.964,37.4362,301
4,-80.964,37.4362,63
5,-80.964,37.4362,165
6,-80.964,37.4362,176
7,-80.964,37.4362,435
0,-81.7138,37.9713,32
1,-81.7138,37.9713,42
2,-81.7138,37.9713,26
3,-81.7138,37.9713,3
4,-81.7138,37.9713,13
5,-81.7138,37.9713,6
6,-81.7138,37.9713,6
7,-81.7138,37.9713,7
0,-79.8003,39.5512,15
1,-79.8003,39.5512,22
2,-79.8003,39.5512,26
3,-79.8003,39.5512,14
4,-79.8003,39.5512,7
5,-79.8003,39.5512,7
6,-79.8003,39.5512,5
7,-79.8003,39.5512,3
0,-80.5419,37.5905,39
1,-80.5419,37.5905,25
2,-80.5419,37.5905,10
3,-80.5419,37.5905,3
4,-80.5419,37.5905,4
5,-80.5419,37.5905,0
6,-80.5419,37.5905,25
7,-80.5419,37.5905,8
0,-81.3572,37.3675,7
1,-81.3572,37.3675,20
2,-81.3572,37.3675,41
3,-81.3572,37.3675,7
4,-81.3572,37.3675,2
5,-81.3572,37.3675,19
6,-81.3572,37.3675,45
7,-81.3572,37.3675,9
0,-79.8967,38.7968,20
1,-79.8967,38.7968,15
2,-79.8967,38.7968,4
3,-79.8967,38.7968,13
4,-79.8967,38.7968,27
5,-79.8967,38.7968,8
6,-79.8967,38.7968,9
7,-79.8967,38.7968,37
0,-79.9868,39.6587,99
1,-79.9868,39.6587,280
2,-79.9868,39.6587,76
3,-79.9868,39.6587,28
4,-79.9868,39.6587,37
5,-79.9868,39.6587,226
6,-79.9868,39.6587,29
7,-79.9868,39.6587,17
0,-81.513,39.1806,43
1,-81.513,39.1806,46
2,-81.513,39.1806,43
3,-81.513,39.1806,49
4,-81.513,39.1806,104
5,-81.513,39.1806,133
6,-81.513,39.1806,199
7,-81.513,39.1806,356
0,-81.9256,38.5374,60
1,-81.9256,38.5374,27
2,-81.9256,38.5374,9
3,-81.9256,38.5374,12
4,-81.9256,38.5374,36
5,-81.9256,38.5374,55
6,-81.9256,38.5374,19
7,-81.9256,38.5374,8
0,-81.3502,38.486,94
1,-81.3502,38.486,1468
2,-81.3502,38.486,506
3,-81.3502,38.486,41
4,-81.3502,38.486,583
5,-81.3502,38.486,925
6,-81.3502,38.486,187
7,-81.3502,38.486,134
0,-82.3188,38.4154,46
1,-82.3188,38.4154,446
2,-82.3188,38.4154,347
3,-82.3188,38.4154,144
4,-82.3188,38.4154,85
5,-82.3188,38.4154,48
6,-82.3188,38.4154,452
7,-82.3188,38.4154,197
0,-80.6102,40.2811,1
1,-80.6102,40.2811,3
2,-80.6102,40.2811,3
3,-80.6102,40.2811,10
4,-80.6102,40.2811,5
5,-80.6102,40.2811,-2
6,-80.6102,40.2811,-1
7,-80.6102,40.2811,0
0,-80.7335,39.9854,53
1,-80.7335,39.9854,65
2,-80.7335,39.9854,64
3,-80.7335,39.9854,83
4,-80.7335,39.9854,85
5,-80.7335,39.9854,48
6,-80.7335,39.9854,51
7,-80.7335,39.9854,45
0,-78.4553,39.5313,9
1,-78.4553,39.5313,17
2,-78.4553,39.5313,43
3,-78.4553,39.5313,14
4,-78.4553,39.5313,109
5,-78.4553,39.5313,51
6,-78.4553,39.5313,23
7,-78.4553,39.5313,17
0,-79.2413,38.6219,0
1,-79.2413,38.6219,0
2,-79.2413,38.6219,0
3,-79.2413,38.6219,0
4,-79.2413,38.6219,0
5,-79.2413,38.6219,0
6,-79.2413,38.6219,0
7,-79.2413,38.6219,0
0,-79.9505,38.9783,6
1,-79.9505,38.9783,0
2,-79.9505,38.9783,0
3,-79.9505,38.9783,1
4,-79.9505,38.9783,19
5,-79.9505,38.9783,0
6,-79.9505,38.9783,0
7,-79.9505,38.9783,14
0,-81.0962,38.8015,1
1,-81.0962,38.8015,6
2,-81.0962,38.8015,42
3,-81.0962,38.8015,-1
4,-81.0962,38.8015,2
5,-81.0962,38.8015,0
6,-81.0962,38.8015,0
7,-81.0962,38.8015,5
0,-81.8235,38.8656,13
1,-81.8235,38.8656,13
2,-81.8235,38.8656,68
3,-81.8235,38.8656,28
4,-81.8235,38.8656,10
5,-81.8235,38.8656,38
6,-81.8235,38.8656,57
7,-81.8235,38.8656,12
0,-80.1287,39.2666,0
1,-80.1287,39.2666,0
2,-80.1287,39.2666,0
3,-80.1287,39.2666,0
4,-80.1287,39.2666,0
5,-80.1287,39.2666,0
6,-80.1287,39.2666,0
7,-80.1287,39.2666,0
0,-82.1696,37.6262,80
1,-82.1696,37.6262,55
2,-82.1696,37.6262,50
3,-82.1696,37.6262,51
4,-82.1696,37.6262,19
5,-82.1696,37.6262,56
6,-82.1696,37.6262,15
7,-82.1696,37.6262,22
0,-78.9223,39.336999999999996,29
1,-78.9223,39.336999999999996,48
2,-78.9223,39.336999999999996,25
3,-78.9223,39.336999999999996,5
4,-78.9223,39.336999999999996,2
5,-78.9223,39.336999999999996,4
6,-78.9223,39.336999999999996,42
7,-78.9223,39.336999999999996,35
0,-80.1696,39.5013,218
1,-80.1696,39.5013,320
2,-80.1696,39.5013,37
3,-80.1696,39.5013,50
4,-80.1696,39.5013,58
5,-80.1696,39.5013,84
6,-80.1696,39.5013,85
7,-80.1696,39.5013,210
0,-80.0915,38.2746,5
1,-80.0915,38.2746,10
2,-80.0915,38.2746,49
3,-80.0915,38.2746,36
4,-80.0915,38.2746,7
5,-80.0915,38.2746,6
6,-80.0915,38.2746,47
7,-80.0915,38.2746,6
0,-80.3731,38.4604,0
1,-80.3731,38.4604,5
2,-80.3731,38.4604,13
3,-80.3731,38.4604,4
4,-80.3731,38.4604,24
5,-80.3731,38.4604,28
6,-80.3731,38.4604,4
7,-80.3731,38.4604,35
0,-82.1706,38.6663,12
1,-82.1706,38.6663,20
2,-82.1706,38.6663,5
3,-82.1706,38.6663,0
4,-82.1706,38.6663,2
5,-82.1706,38.6663,46
6,-82.1706,38.6663,34
7,-82.1706,38.6663,11
0,-80.8979,38.5632,20
1,-80.8979,38.5632,43
2,-80.8979,38.5632,162
3,-80.8979,38.5632,-2
4,-80.8979,38.5632,2
5,-80.8979,38.5632,6
6,-80.8979,38.5632,45
7,-80.8979,38.5632,39
0,-80.2279,38.9927,106
1,-80.2279,38.9927,114
2,-80.2279,38.9927,68
3,-80.2279,38.9927,78
4,-80.2279,38.9927,46
5,-80.2279,38.9927,28
6,-80.2279,38.9927,17
7,-80.2279,38.9927,16
0,-81.0815,38.4662,3
1,-81.0815,38.4662,5
2,-81.0815,38.4662,0
3,-81.0815,38.4662,2
4,-81.0815,38.4662,2
5,-81.0815,38.4662,8
6,-81.0815,38.4662,2
7,-81.0815,38.4662,0
0,-81.4179,37.7154,4
1,-81.4179,37.7154,2
2,-81.4179,37.7154,16
3,-81.4179,37.7154,7
4,-81.4179,37.7154,4
5,-81.4179,37.7154,0
6,-81.4179,37.7154,13
7,-81.4179,37.7154,6
0,-81.3531,38.8025,1
1,-81.3531,38.8025,1
2,-81.3531,38.8025,55
3,-81.3531,38.8025,5
4,-81.3531,38.8025,2
5,-81.3531,38.8025,2
6,-81.3531,38.8025,4
7,-81.3531,38.8025,15
0,-80.7316,39.5689,2
1,-80.7316,39.5689,18
2,-80.7316,39.5689,40
3,-80.7316,39.5689,10
4,-80.7316,39.5689,6
5,-80.7316,39.5689,28
6,-80.7316,39.5689,29
7,-80.7316,39.5689,6
0,-80.9496,38.9815,9
1,-80.9496,38.9815,9
2,-80.9496,38.9815,-4
3,-80.9496,38.9815,5
4,-80.9496,38.9815,2
5,-80.9496,38.9815,9
6,-80.9496,38.9815,14
7,-80.9496,38.9815,7
0,-80.8512,38.2001,199
1,-80.8512,38.2001,139
2,-80.8512,38.2001,115
3,-80.8512,38.2001,79
4,-80.8512,38.2001,124
5,-80.8512,38.2001,220
6,-80.8512,38.2001,384
7,-80.8512,38.2001,123
0,-78.5228,39.3732,89
1,-78.5228,39.3732,31
2,-78.5228,39.3732,12
3,-78.5228,39.3732,112
4,-78.5228,39.3732,34
5,-78.5228,39.3732,9
6,-78.5228,39.3732,66
7,-78.5228,39.3732,32
0,-80.6951,40.0753,108
1,-80.6951,40.0753,125
2,-80.6951,40.0753,137
3,-80.6951,40.0753,190
4,-80.6951,40.0753,126
5,-80.6951,40.0753,53
6,-80.6951,40.0753,51
7,-80.6951,40.0753,36
0,-77.9779,39.458,147
1,-77.9779,39.458,68
2,-77.9779,39.458,480
3,-77.9779,39.458,562
4,-77.9779,39.458,27
5,-77.9779,39.458,42
6,-77.9779,39.458,454
7,-77.9779,39.458,200
0,-80.4715,37.7503,14
1,-80.4715,37.7503,194
2,-80.4715,37.7503,63
3,-80.4715,37.7503,52
4,-80.4715,37.7503,33
5,-80.4715,37.7503,143
6,-80.4715,37.7503,164
7,-80.4715,37.7503,45
0,-81.2401,39.3201,0
1,-81.2401,39.3201,0
2,-81.2401,39.3201,0
3,-81.2401,39.3201,2
4,-81.2401,39.3201,3
5,-81.2401,39.3201,4
6,-81.2401,39.3201,0
7,-81.2401,39.3201,2
0,-80.8865,37.7243,1
1,-80.8865,37.7243,30
2,-80.8865,37.7243,17
3,-80.8865,37.7243,44
4,-80.8865,37.7243,23
5,-80.8865,37.7243,15
6,-80.8865,37.7243,-9
7,-80.8865,37.7243,0
0,-81.1709,39.1226,7
1,-81.1709,39.1226,0
2,-81.1709,39.1226,4
3,-81.1709,39.1226,15
4,-81.1709,39.1226,6
5,-81.1709,39.1226,0
6,-81.1709,39.1226,1
7,-81.1709,39.1226,0
0,-81.3975,39.0618,0
1,-81.3975,39.0618,0
2,-81.3975,39.0618,0
3,-81.3975,39.0618,0
4,-81.3975,39.0618,0
5,-81.3975,39.0618,0
6,-81.3975,39.0618,0
7,-81.3975,39.0618,0
0,-80.9351,39.6035,12
1,-80.9351,39.6035,35
2,-80.9351,39.6035,8
3,-80.9351,39.6035,-2
4,-80.9351,39.6035,4
5,-80.9351,39.6035,2
6,-80.9351,39.6035,9
7,-80.9351,39.6035,1
0,-80.6551,39.0393,-17
1,-80.6551,39.0393,-8
2,-80.6551,39.0393,27
3,-80.6551,39.0393,67
4,-80.6551,39.0393,85
5,-80.6551,39.0393,146
6,-80.6551,39.0393,46
7,-80.6551,39.0393,26
0,-81.9893,38.2387,0
1,-81.9893,38.2387,0
2,-81.9893,38.2387,0
3,-81.9893,38.2387,0
4,-81.9893,38.2387,0
5,-81.9893,38.2387,0
6,-81.9893,38.2387,0
7,-81.9893,38.2387,0
0,-80.7407,39.1254,9
1,-80.7407,39.1254,8
2,-80.7407,39.1254,23
3,-80.7407,39.1254,32
4,-80.7407,39.1254,16
5,-80.7407,39.1254,5
6,-80.7407,39.1254,4
7,-80.7407,39.1254,3
0,-79.67699999999999,40.3312,365
1,-79.67699999999999,40.3312,331
2,-79.67699999999999,40.3312,335
3,-79.67699999999999,40.3312,580
4,-79.67699999999999,40.3312,514
5,-79.67699999999999,40.3312,519
6,-79.67699999999999,40.3312,573
7,-79.67699999999999,40.3312,449
0,-75.4338,39.894,845
1,-75.4338,39.894,997
2,-75.4338,39.894,1099
3,-75.4338,39.894,1269
4,-75.4338,39.894,1376
5,-75.4338,39.894,1514
6,-75.4338,39.894,1495
7,-75.4338,39.894,1618
0,-75.7009,40.8289,24
1,-75.7009,40.8289,35
2,-75.7009,40.8289,54
3,-75.7009,40.8289,61
4,-75.7009,40.8289,74
5,-75.7009,40.8289,92
6,-75.7009,40.8289,92
7,-75.7009,40.8289,77
0,-79.8736,41.4998,127
1,-79.8736,41.4998,64
2,-79.8736,41.4998,31
3,-79.8736,41.4998,20
4,-79.8736,41.4998,27
5,-79.8736,41.4998,44
6,-79.8736,41.4998,54
7,-79.8736,41.4998,125
0,-80.4091,40.3264,111
1,-80.4091,40.3264,168
2,-80.4091,40.3264,215
3,-80.4091,40.3264,250
4,-80.4091,40.3264,378
5,-80.4091,40.3264,448
6,-80.4091,40.3264,501
7,-80.4091,40.3264,475
0,-76.44800000000001,40.336999999999996,91
1,-76.44800000000001,40.336999999999996,91
2,-76.44800000000001,40.336999999999996,99
3,-76.44800000000001,40.336999999999996,135
4,-76.44800000000001,40.336999999999996,237
5,-76.44800000000001,40.336999999999996,347
6,-76.44800000000001,40.336999999999996,363
7,-76.44800000000001,40.336999999999996,575
0,-75.2744,40.2111,121
1,-75.2744,40.2111,151
2,-75.2744,40.2111,145
3,-75.2744,40.2111,165
4,-75.2744,40.2111,71
5,-75.2744,40.2111,73
6,-75.2744,40.2111,61
7,-75.2744,40.2111,52
0,-77.0278,40.3951,15
1,-77.0278,40.3951,100
2,-77.0278,40.3951,187
3,-77.0278,40.3951,34
4,-77.0278,40.3951,33
5,-77.0278,40.3951,15
6,-77.0278,40.3951,172
7,-77.0278,40.3951,173
0,-78.8446,40.4111,85
1,-78.8446,40.4111,105
2,-78.8446,40.4111,154
3,-78.8446,40.4111,212
4,-78.8446,40.4111,405
5,-78.8446,40.4111,549
6,-78.8446,40.4111,464
7,-78.8446,40.4111,413
0,-80.1873,40.4001,3830
1,-80.1873,40.4001,3254
2,-80.1873,40.4001,3395
3,-80.1873,40.4001,4204
4,-80.1873,40.4001,4541
5,-80.1873,40.4001,4648
6,-80.1873,40.4001,4949
7,-80.1873,40.4001,4228
0,-75.666,41.4846,187
1,-75.666,41.4846,777
2,-75.666,41.4846,271
3,-75.666,41.4846,232
4,-75.666,41.4846,130
5,-75.666,41.4846,217
6,-75.666,41.4846,1157
7,-75.666,41.4846,1117
0,-76.1391,40.3495,208
1,-76.1391,40.3495,248
2,-76.1391,40.3495,311
3,-76.1391,40.3495,371
4,-76.1391,40.3495,403
5,-76.1391,40.3495,417
6,-76.1391,40.3495,543
7,-76.1391,40.3495,508
0,-80.4738,40.5989,203
1,-80.4738,40.5989,185
2,-80.4738,40.5989,90
3,-80.4738,40.5989,119
4,-80.4738,40.5989,94
5,-80.4738,40.5989,115
6,-80.4738,40.5989,272
7,-80.4738,40.5989,296
0,-75.2731,41.3957,51
1,-75.2731,41.3957,44
2,-75.2731,41.3957,12
3,-75.2731,41.3957,22
4,-75.2731,41.3957,33
5,-75.2731,41.3957,17
6,-75.2731,41.3957,32
7,-75.2731,41.3957,20
0,-75.8762,41.8332,15
1,-75.8762,41.8332,22
2,-75.8762,41.8332,13
3,-75.8762,41.8332,15
4,-75.8762,41.8332,42
5,-75.8762,41.8332,50
6,-75.8762,41.8332,50
7,-75.8762,41.8332,111
0,-74.8852,40.1015,1000
1,-74.8852,40.1015,875
2,-74.8852,40.1015,1514
3,-74.8852,40.1015,1071
4,-74.8852,40.1015,2121
5,-74.8852,40.1015,1424
6,-74.8852,40.1015,677
7,-74.8852,40.1015,932
0,-76.235,40.8565,110
1,-76.235,40.8565,122
2,-76.235,40.8565,139
3,-76.235,40.8565,164
4,-76.235,40.8565,204
5,-76.235,40.8565,511
6,-76.235,40.8565,560
7,-76.235,40.8565,492
0,-75.8214,41.3338,340
1,-75.8214,41.3338,400
2,-75.8214,41.3338,512
3,-75.8214,41.3338,604
4,-75.8214,41.3338,905
5,-75.8214,41.3338,735
6,-75.8214,41.3338,955
7,-75.8214,41.3338,844
0,-79.4603,40.9185,124
1,-79.4603,40.9185,311
2,-79.4603,40.9185,136
3,-79.4603,40.9185,76
4,-79.4603,40.9185,63
5,-79.4603,40.9185,74
6,-79.4603,40.9185,153
7,-79.4603,40.9185,258
0,-77.3107,40.7078,10
1,-77.3107,40.7078,12
2,-77.3107,40.7078,20
3,-77.3107,40.7078,18
4,-77.3107,40.7078,17
5,-77.3107,40.7078,18
6,-77.3107,40.7078,31
7,-77.3107,40.7078,68
0,-75.2024,40.6295,118
1,-75.2024,40.6295,286
2,-75.2024,40.6295,331
3,-75.2024,40.6295,92
4,-75.2024,40.6295,32
5,-75.2024,40.6295,57
6,-75.2024,40.6295,307
7,-75.2024,40.6295,272
0,-78.1697,40.3821,127
1,-78.1697,40.3821,160
2,-78.1697,40.3821,41
3,-78.1697,40.3821,17
4,-78.1697,40.3821,18
5,-78.1697,40.3821,134
6,-78.1697,40.3821,148
7,-78.1697,40.3821,78
0,-76.5841,39.9163,637
1,-76.5841,39.9163,779
2,-76.5841,39.9163,882
3,-76.5841,39.9163,1141
4,-76.5841,39.9163,1231
5,-76.5841,39.9163,1253
6,-76.5841,39.9163,995
7,-76.5841,39.9163,1068
0,-78.7749,41.1062,136
1,-78.7749,41.1062,82
2,-78.7749,41.1062,30
3,-78.7749,41.1062,20
4,-78.7749,41.1062,20
5,-78.7749,41.1062,31
6,-78.7749,41.1062,24
7,-78.7749,41.1062,50
0,-75.885,39.9639,548
1,-75.885,39.9639,241
2,-75.885,39.9639,162
3,-75.885,39.9639,197
4,-75.885,39.9639,242
5,-75.885,39.9639,783
6,-75.885,39.9639,1117
7,-75.885,39.9639,1089
0,-79.74,40.9505,190
1,-79.74,40.9505,120
2,-79.74,40.9505,56
3,-79.74,40.9505,90
4,-79.74,40.9505,82
5,-79.74,40.9505,119
6,-79.74,40.9505,199
7,-79.74,40.9505,343
0,-78.66,41.8694,134
1,-78.66,41.8694,59
2,-78.66,41.8694,25
3,-78.66,41.8694,12
4,-78.66,41.8694,16
5,-78.66,41.8694,24
6,-78.66,41.8694,48
7,-78.66,41.8694,47
0,-77.5306,41.0094,32
1,-77.5306,41.0094,14
2,-77.5306,41.0094,9
3,-77.5306,41.0094,18
4,-77.5306,41.0094,34
5,-77.5306,41.0094,52
6,-77.5306,41.0094,84
7,-77.5306,41.0094,42
0,-76.3275,39.832,502
1,-76.3275,39.832,521
2,-76.3275,39.832,427
3,-76.3275,39.832,387
4,-76.3275,39.832,422
5,-76.3275,39.832,486
6,-76.3275,39.832,538
7,-76.3275,39.832,768
0,-79.0941,41.7806,86
1,-79.0941,41.7806,47
2,-79.0941,41.7806,54
3,-79.0941,41.7806,36
4,-79.0941,41.7806,19
5,-79.0941,41.7806,16
6,-79.0941,41.7806,11
7,-79.0941,41.7806,9
0,-79.44800000000001,41.4937,6
1,-79.44800000000001,41.4937,22
2,-79.44800000000001,41.4937,2
3,-79.44800000000001,41.4937,4
4,-79.44800000000001,41.4937,2
5,-79.44800000000001,41.4937,1
6,-79.44800000000001,41.4937,4
7,-79.44800000000001,41.4937,12
0,-77.1569,39.8826,24
1,-77.1569,39.8826,87
2,-77.1569,39.8826,46
3,-77.1569,39.8826,19
4,-77.1569,39.8826,14
5,-77.1569,39.8826,34
6,-77.1569,39.8826,108
7,-77.1569,39.8826,222
0,-75.418,41.177,113
1,-75.418,41.177,137
2,-75.418,41.177,164
3,-75.418,41.177,222
4,-75.418,41.177,231
5,-75.418,41.177,238
6,-75.418,41.177,205
7,-75.418,41.177,239
0,-79.3803,41.2106,64
1,-79.3803,41.2106,88
2,-79.3803,41.2106,55
3,-79.3803,41.2106,63
4,-79.3803,41.2106,40
5,-79.3803,41.2106,35
6,-79.3803,41.2106,26
7,-79.3803,41.2106,40
0,-75.5072,40.6666,536
1,-75.5072,40.6666,526
2,-75.5072,40.6666,383
3,-75.5072,40.6666,331
4,-75.5072,40.6666,215
5,-75.5072,40.6666,232
6,-75.5072,40.6666,215
7,-75.5072,40.6666,199
0,-79.1646,40.6783,78
1,-79.1646,40.6783,219
2,-79.1646,40.6783,161
3,-79.1646,40.6783,46
4,-79.1646,40.6783,16
5,-79.1646,40.6783,37
6,-79.1646,40.6783,80
7,-79.1646,40.6783,193
0,-76.9274,40.2422,12
1,-76.9274,40.2422,33
2,-76.9274,40.2422,77
3,-76.9274,40.2422,15
4,-76.9274,40.2422,21
5,-76.9274,40.2422,19
6,-76.9274,40.2422,22
7,-76.9274,40.2422,78
0,-76.1763,41.7606,126
1,-76.1763,41.7606,69
2,-76.1763,41.7606,80
3,-76.1763,41.7606,39
4,-76.1763,41.7606,58
5,-76.1763,41.7606,30
6,-76.1763,41.7606,76
7,-76.1763,41.7606,41
0,-78.5075,40.2592,14
1,-78.5075,40.2592,27
2,-78.5075,40.2592,111
3,-78.5075,40.2592,17
4,-78.5075,40.2592,6
5,-78.5075,40.2592,13
6,-78.5075,40.2592,21
7,-78.5075,40.2592,43
0,-77.7057,40.98,176
1,-77.7057,40.98,80
2,-77.7057,40.98,57
3,-77.7057,40.98,33
4,-77.7057,40.98,23
5,-77.7057,40.98,132
6,-77.7057,40.98,246
7,-77.7057,40.98,249
0,-77.8141,40.5331,33
1,-77.8141,40.5331,32
2,-77.8141,40.5331,28
3,-77.8141,40.5331,23
4,-77.8141,40.5331,27
5,-77.8141,40.5331,35
6,-77.8141,40.5331,31
7,-77.8141,40.5331,53
0,-80.0893,41.1572,126
1,-80.0893,41.1572,68
2,-80.0893,41.1572,66
3,-80.0893,41.1572,85
4,-80.0893,41.1572,65
5,-80.0893,41.1572,69
6,-80.0893,41.1572,55
7,-80.0893,41.1572,77
0,-76.9455,41.3265,102
1,-76.9455,41.3265,108
2,-76.9455,41.3265,68
3,-76.9455,41.3265,195
4,-76.9455,41.3265,291
5,-76.9455,41.3265,245
6,-76.9455,41.3265,461
7,-76.9455,41.3265,306
0,-78.8765,40.9702,35
1,-78.8765,40.9702,242
2,-78.8765,40.9702,71
3,-78.8765,40.9702,16
4,-78.8765,40.9702,20
5,-78.8765,40.9702,12
6,-78.8765,40.9702,94
7,-78.8765,40.9702,37
0,-78.2272,40.6864,152
1,-78.2272,40.6864,189
2,-78.2272,40.6864,185
3,-78.2272,40.6864,240
4,-78.2272,40.6864,426
5,-78.2272,40.6864,299
6,-78.2272,40.6864,353
7,-78.2272,40.6864,382
0,-79.9986,39.9476,75
1,-79.9986,39.9476,50
2,-79.9986,39.9476,48
3,-79.9986,39.9476,60
4,-79.9986,39.9476,60
5,-79.9986,39.9476,41
6,-79.9986,39.9476,55
7,-79.9986,39.9476,44
0,-80.2625,40.8618,76
1,-80.2625,40.8618,86
2,-80.2625,40.8618,113
3,-80.2625,40.8618,127
4,-80.2625,40.8618,155
5,-80.2625,40.8618,110
6,-80.2625,40.8618,101
7,-80.2625,40.8618,95
0,-77.069,41.6795,4
1,-77.069,41.6795,9
2,-77.069,41.6795,4
3,-77.069,41.6795,27
4,-77.069,41.6795,13
5,-77.069,41.6795,70
6,-77.069,41.6795,25
7,-77.069,41.6795,23
0,-77.515,39.7243,195
1,-77.515,39.7243,74
2,-77.515,39.7243,52
3,-77.515,39.7243,83
4,-77.515,39.7243,96
5,-77.515,39.7243,100
6,-77.515,39.7243,186
7,-77.515,39.7243,236
0,-79.5872,40.0903,212
1,-79.5872,40.0903,301
2,-79.5872,40.0903,348
3,-79.5872,40.0903,307
4,-79.5872,40.0903,341
5,-79.5872,40.0903,305
6,-79.5872,40.0903,336
7,-79.5872,40.0903,325
0,-76.4969,41.0177,97
1,-76.4969,41.0177,40
2,-76.4969,41.0177,29
3,-76.4969,41.0177,27
4,-76.4969,41.0177,58
5,-76.4969,41.0177,47
6,-76.4969,41.0177,86
7,-76.4969,41.0177,101
0,-78.77199999999999,39.9834,68
1,-78.77199999999999,39.9834,164
2,-78.77199999999999,39.9834,140
3,-78.77199999999999,39.9834,10
4,-78.77199999999999,39.9834,39
5,-78.77199999999999,39.9834,39
6,-78.77199999999999,39.9834,106
7,-78.77199999999999,39.9834,199
0,-79.8333,42.2134,488
1,-79.8333,42.2134,289
2,-79.8333,42.2134,87
3,-79.8333,42.2134,72
4,-79.8333,42.2134,153
5,-79.8333,42.2134,185
6,-79.8333,42.2134,264
7,-79.8333,42.2134,649
0,-76.8843,40.2752,392
1,-76.8843,40.2752,329
2,-76.8843,40.2752,374
3,-76.8843,40.2752,474
4,-76.8843,40.2752,621
5,-76.8843,40.2752,796
6,-76.8843,40.2752,615
7,-76.8843,40.2752,952
0,-78.6869,41.5726,44
1,-78.6869,41.5726,19
2,-78.6869,41.5726,15
3,-78.6869,41.5726,6
4,-78.6869,41.5726,16
5,-78.6869,41.5726,16
6,-78.6869,41.5726,28
7,-78.6869,41.5726,48
0,-76.5832,41.4102,4
1,-76.5832,41.4102,7
2,-76.5832,41.4102,6
3,-76.5832,41.4102,3
4,-76.5832,41.4102,6
5,-76.5832,41.4102,2
6,-76.5832,41.4102,1
